,neg_model,pos_model,text
480362,0.025441049,0.97455895,"#Nursing #Job alert: Registered Nurse - Pool - Surgery Job | Froedtert Health | #WestBend, WI http://t.co/APMBrzbPc9 #Jobs #Hiring"
211171,0.025447972000000003,0.9745521,#Sales #Manager in Training - MF needed in #Columbus at #SleepTrain. Apply now! #job https://t.co/6eDcJ1iSNI
536581,0.025463893999999997,0.9745360999999999,#IT #Strategy &amp; Effectiveness - Manager needed in #Minneapolis at Deloitte. Apply now! #jobs http://t.co/KHWj2JIlVU
321644,0.025491005,0.97450906,Work at Fancy Hands http://t.co/oHEzPE8c1R #Jobs #Hiring #TweetMyJobs http://t.co/wHXjnje5Vi
61345,0.025501028,0.974499,"#Product #Manager, Content &amp; Personalization needed in #Chicago at Ricoh. Apply now! #jobs https://t.co/LukY9vP5an https://t.co/B3OSHXTVje"
489458,0.025509477000000003,0.97449046,"#Engineering #Job alert: Traffic Engineer | City of Edmond | #Edmond, OK http://t.co/pAZyDqeFVU #Jobs #Hiring"
210299,0.025510626,0.97448933,"See our latest #Exeter, NH #job and click to apply: Core - Practice Manager - https://t.co/bvbZDhUTsU #Healthcare #Hiring"
505740,0.025514917,0.97448504,★please RT ★ #hiring #ITJob #Job #Olathe - I Page client needing help to complete own… http://t.co/adolEB5xRK ☜ view details #jobs
526660,0.025516812000000003,0.97448325,★ JOB ★ #hiring #ITJob #Job #Cincinnati - Provox Controls Project Engineer (Cincinnati) http://t.co/Pk8HhYUtXX ☜ view details #jobs
338483,0.025534262999999998,0.97446567,"Join the BAYADA Home Health Care team! See our latest #job opening here: https://t.co/az3sLOyeZA #SouthEaston, MA #Hiring"
61937,0.025537135,0.97446287,"#CareerArc #Transportation #Job alert: Parts Delivery | O'Reilly Auto Parts | #MAGNA, UT https://t.co/vqDtFJfu5H #Jobs #Hiring"
430123,0.025540816,0.97445923,"We're #hiring! Click to apply: Medical Assistant, FT hours, Special Project Float Pool $17.99 per hr,... - https://t.co/xJgJTVCMv6 #Job"
427833,0.02555139,0.9744485999999999,"#Sales #Job alert: Sls&amp;Svc Advocate, Sls Ctr | Nationwide Insurance | #Chandler, Arizona https://t.co/wJqdMERNsV #Jobs #Hiring"
135124,0.025571532999999997,0.9744285,"#Accounting #Job in #LAKEWOOD, CO: Full Charge Bookkeeper at Accountemps http://t.co/wJposua82E #Jobs #TweetMyJobs"
154850,0.02559074,0.9744091999999999,"#JobSearch IT Specialist at HP (New Orleans, LA) Find this Job&amp;More http://t.co/0BfFTTRC7m"
